Source,Target,weight,event,site,date,white,black,whiteElo,blackElo,result
Evgeny Bareev,Veselin Topalov,1,It,Novgorod RUS,1997.06.23,Evgeny Bareev,Veselin Topalov,2665,2725,1/2-1/2
Evgeny Bareev,Sergei Movsesian,1,FIDE World Cup Gp C,Shenyang CHN,2000.08.02,Sergei Movsesian,Evgeny Bareev,2666,2702,1/2-1/2
Evgeny Bareev,Alexei Shirov,1,Moscow blitz,Moscow RUS,1993.??.??,Alexei Shirov,Evgeny Bareev,2670,2670,1/2-1/2
Evgeny Bareev,Ruslan Ponomariov,1,FIDE WCh KO,Moscow RUS,2001.12.06,Ruslan Ponomariov,Evgeny Bareev,2684,2719,1/2-1/2
Evgeny Bareev,Peter Svidler,1,RUS Ch,Elista RUS,1995.10.25,Peter Svidler,Evgeny Bareev,2635,2650,1/2-1/2
Evgeny Bareev,Vladimir Kramnik,1,Europe Club Cup Finals,Kazan RUS,1997.12.29,Vladimir Kramnik,Evgeny Bareev,2770,2670,0-1
Evgeny Bareev,Zurab Azmaiparashvili,1,Russian Blitz Internet Cup Superfinal,chessassistantclub.com INT,2004.12.28,Zurab Azmaiparashvili,Evgeny Bareev,2672,2715,0-1
Evgeny Bareev,Vadim Milov,1,Corsica Masters,Bastia FRA,2007.10.29,Evgeny Bareev,Vadim Milov,2653,2676,1/2-1/2
Evgeny Bareev,Viswanathan Anand,1,Amber Rapid,Monte Carlo MNC,2004.03.25,Evgeny Bareev,Viswanathan Anand,2714,2766,1/2-1/2
Evgeny Bareev,Alexander Khalifman,1,4. Investbanka,Belgrade SRB,1993.12.??,Alexander Khalifman,Evgeny Bareev,2645,2660,0-1
Evgeny Bareev,Sergei Rublevsky,1,Siberian Bank Cup,Novosibirsk RUS,2012.11.17,Evgeny Bareev,Sergei Rublevsky,2663,2688,1/2-1/2
Evgeny Bareev,Alexander Grischuk,1,Russian Blitz Internet Cup Superfinal,chessassistantclub.com INT,2004.12.28,Alexander Grischuk,Evgeny Bareev,2704,2715,1/2-1/2
Evgeny Bareev,Boris Gelfand,1,WCC Places 5-6,Khanty Mansyisk RUS,2005.12.15,Boris Gelfand,Evgeny Bareev,2717,2675,1/2-1/2
Evgeny Bareev,Michael Adams,1,91/92,Hastings ENG,1991.12.??,Michael Adams,Evgeny Bareev,2615,2680,0-1
Evgeny Bareev,Alexander Motylev,1,Open A,Moscow RUS,2010.02.04,Alexander Motylev,Evgeny Bareev,2697,2643,0-1
Evgeny Bareev,Rustam Kasimdzhanov,1,Corus,Wijk aan Zee NED,2002.01.27,Rustam Kasimdzhanov,Evgeny Bareev,2695,2707,0-1
Evgeny Bareev,Valery Salov,1,Linares,Linares,1992.02.??,Evgeny Bareev,Valery Salov,2635,2655,1-0
Evgeny Bareev,Boris Grachev,1,Russia Cup,St Petersburg RUS,2009.11.08,Evgeny Bareev,Boris Grachev,2634,2652,1-0
Evgeny Bareev,Gata Kamsky,1,FIDE (38) 1993-1996,Biel izt,1993.07.??,Gata Kamsky,Evgeny Bareev,2645,2660,1/2-1/2
Evgeny Bareev,Alexander Morozevich,1,SuperGM It,Sarajevo BIH,1999.05.23,Alexander Morozevich,Evgeny Bareev,2723,2679,0-1
Evgeny Bareev,Krishnan Sasikiran,1,FIDE GP,Moscow RUS,2002.06.01,Evgeny Bareev,Krishnan Sasikiran,2724,2633,1/2-1/2
Evgeny Bareev,Anatoly Karpov,1,Interpolis,Tilburg NED,1994.09.??,Anatoly Karpov,Evgeny Bareev,2780,2675,1/2-1/2
Evgeny Bareev,Ivan Sokolov,1,Bosnia 98,Sarajevo BIH,1998.05.31,Evgeny Bareev,Ivan Sokolov,2675,2625,1/2-1/2
Evgeny Bareev,Alexander Moiseenko,1,9. RUS Team Ch,Ekaterinburg RUS,2002.05.17,Alexander Moiseenko,Evgeny Bareev,2575,2724,1/2-1/2
Evgeny Bareev,Vladimir Akopian,1,It,Enghien les Bains FRA,2001.04.19,Vladimir Akopian,Evgeny Bareev,2654,2709,1/2-1/2
Evgeny Bareev,Laurent Fressinet,1,It,Enghien les Bains FRA,2001.04.11,Laurent Fressinet,Evgeny Bareev,2575,2709,0-1
Evgeny Bareev,Sergey Karjakin,1,World Team Ch,Beer Sheba ISR,2005.11.04,Evgeny Bareev,Sergey Karjakin,2675,2658,1/2-1/2
Evgeny Bareev,Alexander Onischuk,1,7. Karpov,Poikovsky RUS,2006.03.25,Evgeny Bareev,Alexander Onischuk,2698,2650,1-0
Evgeny Bareev,Pavel Eljanov,1,42. Olympiad 2016,Baku AZE,2016.09.09,Pavel Eljanov,Evgeny Bareev,2739,2675,0-1
Evgeny Bareev,Wang Yue,1,37. Olympiad,Turin ITA,2006.05.24,Evgeny Bareev,Wang Yue,2701,2598,1/2-1/2
Evgeny Bareev,Ian Nepomniachtchi,1,Levitov Chess Week Blitz,Amsterdam NED,2019.08.03,Ian Nepomniachtchi,Evgeny Bareev,2774,2643,1/2-1/2
Evgeny Bareev,Levon Aronian,1,World Blitz,Moscow RUS,2009.11.16,Levon Aronian,Evgeny Bareev,2786,2634,1/2-1/2
Evgeny Bareev,Dmitry Jakovenko,1,58. ch-RUS Semi-Final,Kazan RUS,2005.09.08,Dmitry Jakovenko,Evgeny Bareev,2627,2688,1/2-1/2
Evgeny Bareev,Denis Khismatullin,1,16. TCh-Premier,Dagomys RUS,2009.04.04,Denis Khismatullin,Evgeny Bareev,2601,2636,1/2-1/2
Evgeny Bareev,Bu Xiangzhi,1,9. Aeroflot Open A,Moscow RUS,2010.02.17,Evgeny Bareev,Bu Xiangzhi,2643,2673,1/2-1/2
Evgeny Bareev,Alexander Riazantsev,1,58. ch-RUS Semi-Final,Kazan RUS,2005.09.04,Alexander Riazantsev,Evgeny Bareev,2599,2688,1/2-1/2
Evgeny Bareev,Anton Korobov,1,81. Tata Steel GpB,Wijk aan Zee NED,2019.01.18,Anton Korobov,Evgeny Bareev,2699,2650,1/2-1/2
Evgeny Bareev,Fabiano Caruana,1,3. NH,Amsterdam NED,2008.08.28,Fabiano Caruana,Evgeny Bareev,2630,2655,1/2-1/2
Evgeny Bareev,Evgeny Alekseev,1,TCh-RUS,Dagomys RUS,2004.04.24,Evgeny Alekseev,Evgeny Bareev,2616,2711,1/2-1/2
Evgeny Bareev,Sanan Sjugirov,1,Siberian Bank Cup,Novosibirsk RUS,2012.11.18,Sanan Sjugirov,Evgeny Bareev,2624,2663,1/2-1/2
Evgeny Bareev,Vincent Keymer,1,81. Tata Steel GpB,Wijk aan Zee NED,2019.01.22,Evgeny Bareev,Vincent Keymer,2650,2500,1/2-1/2
Evgeny Bareev,Viktor Bologan,1,TCh-RUS,Sochi RUS,2005.04.29,Evgeny Bareev,Viktor Bologan,2709,2700,1/2-1/2
Evgeny Bareev,Vladimir Malakhov,1,Siberian Bank Cup,Novosibirsk RUS,2012.11.17,Vladimir Malakhov,Evgeny Bareev,2709,2663,1/2-1/2
Evgeny Bareev,Arkadij Naiditsch,1,ECC,Rethymnon GRE,2003.10.02,Evgeny Bareev,Arkadij Naiditsch,2721,2574,1-0
Evgeny Bareev,Magnus Carlsen,1,WCC,Khanty Mansyisk RUS,2005.12.07,Magnus Carlsen,Evgeny Bareev,2570,2675,1/2-1/2
Evgeny Bareev,Evgeny Tomashevsky,1,RUS Ch Superfinal,Moscow RUS,2005.12.30,Evgeny Bareev,Evgeny Tomashevsky,2675,2564,1/2-1/2
Evgeny Bareev,Zahar Efimenko,1,16. TCh-Premier,Dagomys RUS,2009.04.06,Zahar Efimenko,Evgeny Bareev,2682,2636,1/2-1/2
Evgeny Bareev,Andrei Volokitin,1,AIG Life rapid Final,Warsaw POL,2002.12.22,Evgeny Bareev,Andrei Volokitin,2737,2558,1-0
Evgeny Bareev,Liviu-Dieter Nisipeanu,1,Olympiad (men),Elista RUS,1998.10.01,Evgeny Bareev,Liviu-Dieter Nisipeanu,2690,2575,1/2-1/2
Evgeny Bareev,Vladislav Kovalev,1,81. Tata Steel GpB,Wijk aan Zee NED,2019.01.19,Evgeny Bareev,Vladislav Kovalev,2650,2687,1/2-1/2
Evgeny Bareev,Teimour Radjabov,1,1. ACP World Rapid Cup,Odessa UKR,2007.01.06,Evgeny Bareev,Teimour Radjabov,2643,2729,1/2-1/2
Evgeny Bareev,Ivan Cheparinov,1,9. Aeroflot Open A,Moscow RUS,2010.02.16,Ivan Cheparinov,Evgeny Bareev,2660,2643,1/2-1/2
Evgeny Bareev,Garry Kasparov,1,World Cup of Rapid Chess Final,Cannes FRA,2001.03.25,Evgeny Bareev,Garry Kasparov,2709,2849,1/2-1/2
Evgeny Bareev,Shakhriyar Mamedyarov,1,EuTCh,Plovdiv BUL,2003.10.17,Evgeny Bareev,Shakhriyar Mamedyarov,2739,2595,1/2-1/2
Evgeny Bareev,Emil Sutovsky,1,TCh-RUS,Sochi RUS,2005.04.25,Evgeny Bareev,Emil Sutovsky,2709,2665,1/2-1/2
Evgeny Bareev,Andrey Esipenko,1,81. Tata Steel GpB,Wijk aan Zee NED,2019.01.27,Evgeny Bareev,Andrey Esipenko,2650,2584,1-0
Evgeny Bareev,Dmitry Andreikin,1,16. TCh-Premier,Dagomys RUS,2009.04.08,Dmitry Andreikin,Evgeny Bareev,2625,2636,0-1
Evgeny Bareev,Vugar Gashimov,1,15. ETC,Goteborg SWE,2005.07.31,Vugar Gashimov,Evgeny Bareev,2594,2688,1/2-1/2
Evgeny Bareev,Ni Hua,1,International Kings Challenge,Beijing CHN,2003.09.23,Ni Hua,Evgeny Bareev,2533,2721,1/2-1/2
Evgeny Bareev,Rameshbabu Praggnanandhaa,1,81. Tata Steel GpB,Wijk aan Zee NED,2019.01.12,Rameshbabu Praggnanandhaa,Evgeny Bareev,2539,2650,0-1
Evgeny Bareev,Ernesto Inarkiev,1,Siberian Bank Cup,Novosibirsk RUS,2012.11.18,Evgeny Bareev,Ernesto Inarkiev,2663,2693,1/2-1/2
Evgeny Bareev,Hikaru Nakamura,1,Corsica Masters,Bastia FRA,2007.10.30,Evgeny Bareev,Hikaru Nakamura,2653,2648,1-0
Gukesh Dommaraju,Krishnan Sasikiran,1,I Sunway Formentera Open,Sant Ferran de ses Roques ESP,2022.05.07,Krishnan Sasikiran,Gukesh Dommaraju,2650,2637,0-1
Gukesh Dommaraju,Vladislav Artemiev,1,FIDE Grand Swiss 2021,Riga LAT,2021.10.29,Gukesh Dommaraju,Vladislav Artemiev,2640,2699,1/2-1/2
Gukesh Dommaraju,Gata Kamsky,1,55th Biel GM Rapid 2022,Biel SUI,2022.07.12,Gata Kamsky,Gukesh Dommaraju,2655,2684,1/2-1/2
Gukesh Dommaraju,Yuriy Kryvoruchko,1,FIDE Chess.com Grand Swiss,Douglas ENG,2019.10.11,Yuriy Kryvoruchko,Gukesh Dommaraju,2669,2520,1/2-1/2
Gukesh Dommaraju,Romain Edouard,1,C'Chartres Blitz Men,Europe-Echecs INT,2020.06.13,Gukesh Dommaraju,Romain Edouard,2563,2649,1-0
Gukesh Dommaraju,Alexey Dreev,1,FIDE Chess.com Grand Swiss,Douglas ENG,2019.10.20,Gukesh Dommaraju,Alexey Dreev,2520,2662,1/2-1/2
Gukesh Dommaraju,Gawain Jones,1,TCh-ESP Div Honor 2022,Linares ESP,2022.09.18,Gukesh Dommaraju,Gawain Jones,2726,2623,1-0
Gukesh Dommaraju,Peter Leko,1,FIDE Chess.com Grand Swiss,Douglas ENG,2019.10.10,Gukesh Dommaraju,Peter Leko,2520,2670,1/2-1/2
Gukesh Dommaraju,Adhiban Baskaran,1,World Blitz 2023,Samarkand UZB,2023.12.30,Gukesh Dommaraju,Adhiban Baskaran,2720,2541,1-0
Gukesh Dommaraju,Pavel Eljanov,1,Chennai GMs 2023,Chennai IND,2023.12.20,Gukesh Dommaraju,Pavel Eljanov,2720,2691,1/2-1/2
Gukesh Dommaraju,Parham Maghsoodloo,1,Chennai GMs 2023,Chennai IND,2023.12.17,Parham Maghsoodloo,Gukesh Dommaraju,2742,2720,1/2-1/2
Gukesh Dommaraju,Vladimir Akopian,1,25. Abu Dhabi Masters,Abudhabi UAE,2018.08.08,Gukesh Dommaraju,Vladimir Akopian,2440,2655,1/2-1/2
Gukesh Dommaraju,Bassem Amin,1,24. Abu Dhabi Masters,Abudhabi UAE,2017.08.14,Gukesh Dommaraju,Bassem Amin,2365,2680,1/2-1/2
Gukesh Dommaraju,Emil Sutovsky,1,World Blitz 2019,Moscow RUS,2019.12.29,Gukesh Dommaraju,Emil Sutovsky,2547,2643,1-0
Gukesh Dommaraju,Rameshbabu Praggnanandhaa,1,Tata Steel IND Rapid Open,Kolkata IND,2023.09.07,Gukesh Dommaraju,Rameshbabu Praggnanandhaa,2758,2727,1-0
Gukesh Dommaraju,Dmitry Andreikin,1,Titled Tuesday 16th June,chess.com INT,2020.06.16,Gukesh Dommaraju,Dmitry Andreikin,2563,2726,1-0
Gukesh Dommaraju,Maxim Matlakov,1,Titled Tuesday 2nd June,chess.com INT,2020.06.02,Gukesh Dommaraju,Maxim Matlakov,2563,2685,1-0
Gukesh Dommaraju,Evgeny Tomashevsky,1,Titled Tuesday 14th July,chess.com INT,2020.07.14,Gukesh Dommaraju,Evgeny Tomashevsky,2563,2706,1-0
Gukesh Dommaraju,Arjun Erigaisi,1,Chennai GMs 2023,Chennai IND,2023.12.16,Gukesh Dommaraju,Arjun Erigaisi,2720,2727,1/2-1/2
Gukesh Dommaraju,Ray Robson,1,Chess24 Banter QualC 2020,chess24.com INT,2020.09.06,Ray Robson,Gukesh Dommaraju,2673,2563,1/2-1/2
Gukesh Dommaraju,Evgeny Najer,1,Titled Tuesday 27th Oct,chess.com INT,2020.10.27,Gukesh Dommaraju,Evgeny Najer,2563,2648,1-0
Gukesh Dommaraju,Sergey Karjakin,1,Speed Chess Super Swiss,chess.com INT,2020.10.03,Gukesh Dommaraju,Sergey Karjakin,2563,2752,1/2-1/2
Gukesh Dommaraju,Sanan Sjugirov,1,Chennai GMs 2023,Chennai IND,2023.12.19,Sanan Sjugirov,Gukesh Dommaraju,2703,2720,0-1
Gukesh Dommaraju,Jeffery Xiong,1,RBI Open Qualifier 2 2020,lichess.org INT,2020.12.02,Jeffery Xiong,Gukesh Dommaraju,2709,2563,1/2-1/2
Gukesh Dommaraju,Alexey Sarana,1,World Blitz 2021,Warsaw POL,2021.12.30,Gukesh Dommaraju,Alexey Sarana,2614,2666,1/2-1/2
Gukesh Dommaraju,Samuel Sevian,1,6th Sharjah Masters 2023,Sharjah UAE,2023.05.23,Samuel Sevian,Gukesh Dommaraju,2684,2732,1/2-1/2
Gukesh Dommaraju,Vincent Keymer,1,28th Sigeman & Co 2023,Malmo SWE,2023.05.05,Gukesh Dommaraju,Vincent Keymer,2730,2700,1-0
Gukesh Dommaraju,Ding Liren,1,Goldmoney Asian Prelim,chess24.com INT,2021.06.26,Ding Liren,Gukesh Dommaraju,2799,2578,1/2-1/2
Gukesh Dommaraju,Peter Svidler,1,28th Sigeman & Co 2023,Malmo SWE,2023.05.10,Gukesh Dommaraju,Peter Svidler,2730,2683,1/2-1/2
Gukesh Dommaraju,Magnus Carlsen,1,FIDE World Cup 2023,Baku AZE,2023.08.16,Magnus Carlsen,Gukesh Dommaraju,2835,2744,1/2-1/2
Gukesh Dommaraju,Anish Giri,1,11th Norway Armageddon,Stavanger NOR,2023.06.05,Gukesh Dommaraju,Anish Giri,2732,2768,1-0
Gukesh Dommaraju,Wesley So,1,Armageddon Grand Final W,Berlin GER,2023.09.14,Wesley So,Gukesh Dommaraju,2753,2758,0-1
Gukesh Dommaraju,Nodirbek Abdusattorov,1,Tata Steel IND Rapid Open,Kolkata IND,2023.09.05,Gukesh Dommaraju,Nodirbek Abdusattorov,2758,2716,1/2-1/2
Gukesh Dommaraju,Daniil Dubov,1,FIDE World Cup 2021,Krasnaya Polyana RUS,2021.07.15,Gukesh Dommaraju,Daniil Dubov,2578,2714,1/2-1/2
Gukesh Dommaraju,Ilya Smirin,1,Riga Tech Open A 2021,Riga LAT,2021.08.12,Gukesh Dommaraju,Ilya Smirin,2578,2610,1/2-1/2
Gukesh Dommaraju,Samuel Shankland,1,8th Gashimov Mem Blitz,Baku AZE,2022.12.22,Samuel Shankland,Gukesh Dommaraju,2710,2725,0-1
Gukesh Dommaraju,Levon Aronian,1,Chennai GMs 2023,Chennai IND,2023.12.15,Levon Aronian,Gukesh Dommaraju,2723,2720,1/2-1/2
Gukesh Dommaraju,Ivan Cheparinov,1,6th Sharjah Masters 2023,Sharjah UAE,2023.05.18,Ivan Cheparinov,Gukesh Dommaraju,2660,2732,1/2-1/2
Gukesh Dommaraju,Zahar Efimenko,1,World Blitz 2021,Warsaw POL,2021.12.29,Zahar Efimenko,Gukesh Dommaraju,2597,2614,0-1
Gukesh Dommaraju,Alexander Grischuk,1,Tata Steel IND Rapid Open,Kolkata IND,2023.09.05,Gukesh Dommaraju,Alexander Grischuk,2758,2732,1/2-1/2
Gukesh Dommaraju,Boris Gelfand,1,28th Sigeman & Co 2023,Malmo SWE,2023.05.09,Boris Gelfand,Gukesh Dommaraju,2678,2730,1/2-1/2
Gukesh Dommaraju,Gabriel Sargissian,1,44th Olympiad 2022,Chennai IND,2022.08.03,Gukesh Dommaraju,Gabriel Sargissian,2684,2698,1-0
Gukesh Dommaraju,Andrey Esipenko,1,FIDE World Cup 2023,Baku AZE,2023.08.09,Gukesh Dommaraju,Andrey Esipenko,2744,2683,1/2-1/2
Gukesh Dommaraju,Arkadij Naiditsch,1,55th Biel GM 2022,Biel SUI,2022.07.15,Gukesh Dommaraju,Arkadij Naiditsch,2684,2664,1/2-1/2
Gukesh Dommaraju,Yu Yangyi,1,Global Chess League 2023,Dubai UAE,2023.06.29,Gukesh Dommaraju,Yu Yangyi,2736,2734,1-0
Gukesh Dommaraju,Shakhriyar Mamedyarov,1,TCh-TUR Super League 2023,Ankara TUR,2023.07.13,Shakhriyar Mamedyarov,Gukesh Dommaraju,2742,2744,1/2-1/2
Gukesh Dommaraju,Fabiano Caruana,1,SuperUnited Blitz 2023,Zagreb CRO,2023.07.09,Gukesh Dommaraju,Fabiano Caruana,2744,2782,1-0
Gukesh Dommaraju,Alexei Shirov,1,44th Olympiad 2022,Chennai IND,2022.08.02,Alexei Shirov,Gukesh Dommaraju,2704,2684,0-1
Gukesh Dommaraju,Kirill Alekseenko,1,TCh-ESP Div Honor 2022,Linares ESP,2022.09.19,Kirill Alekseenko,Gukesh Dommaraju,2707,2726,1/2-1/2
Gukesh Dommaraju,Richárd Rapport,1,SuperUnited Rapid 2023,Zagreb CRO,2023.07.06,Gukesh Dommaraju,Richárd Rapport,2744,2752,1/2-1/2
Gukesh Dommaraju,Pentala Harikrishna,1,Chennai GMs 2023,Chennai IND,2023.12.21,Pentala Harikrishna,Gukesh Dommaraju,2696,2720,1/2-1/2
Gukesh Dommaraju,David Navara,1,37th ECC Open 2022,Mayrhofen AUT,2022.10.07,Gukesh Dommaraju,David Navara,2732,2676,1/2-1/2
Gukesh Dommaraju,Wang Hao,1,FIDE World Cup 2023,Baku AZE,2023.08.12,Wang Hao,Gukesh Dommaraju,2709,2744,0-1
Gukesh Dommaraju,Ian Nepomniachtchi,1,SuperUnited Rapid 2023,Zagreb CRO,2023.07.05,Gukesh Dommaraju,Ian Nepomniachtchi,2744,2779,1/2-1/2
Gukesh Dommaraju,Jan-Krzysztof Duda,1,Armageddon Grand Final W,Berlin GER,2023.09.17,Jan-Krzysztof Duda,Gukesh Dommaraju,2726,2758,0-1
Gukesh Dommaraju,Vladimir Kramnik,1,World Rapid Team 2023,Dusseldorf GER,2023.08.27,Vladimir Kramnik,Gukesh Dommaraju,2753,2751,0-1
Gukesh Dommaraju,Alireza Firouzja,1,SuperUnited Rapid 2023,Zagreb CRO,2023.07.05,Alireza Firouzja,Gukesh Dommaraju,2777,2744,1/2-1/2
Gukesh Dommaraju,Viswanathan Anand,1,SuperUnited Rapid 2023,Zagreb CRO,2023.07.07,Gukesh Dommaraju,Viswanathan Anand,2744,2754,1-0
Gukesh Dommaraju,Teimour Radjabov,1,Tata Steel IND Rapid Open,Kolkata IND,2023.09.07,Teimour Radjabov,Gukesh Dommaraju,2745,2758,1/2-1/2
Gukesh Dommaraju,Ruslan Ponomariov,1,FIDE Grand Swiss 2023,Douglas IOM,2023.10.26,Gukesh Dommaraju,Ruslan Ponomariov,2758,2641,1/2-1/2
Gukesh Dommaraju,Wei Yi,1,Asian Games Men Team 2023,Hangzhou CHN,2023.10.04,Gukesh Dommaraju,Wei Yi,2758,2726,1/2-1/2
Gukesh Dommaraju,Denis Khismatullin,1,World Blitz 2023,Samarkand UZB,2023.12.29,Gukesh Dommaraju,Denis Khismatullin,2720,2579,1-0
Gukesh Dommaraju,Luke McShane,1,13th London Classic 2023,London ENG,2023.12.07,Gukesh Dommaraju,Luke McShane,2746,2626,1-0
Gukesh Dommaraju,Nikita Vitiugov,1,13th London Classic 2023,London ENG,2023.12.02,Nikita Vitiugov,Gukesh Dommaraju,2712,2746,1/2-1/2
Liviu-Dieter Nisipeanu,Shakhriyar Mamedyarov,1,FIDE WCh KO,Tripoli LBA,2004.06.23,Shakhriyar Mamedyarov,Liviu-Dieter Nisipeanu,2657,2692,1/2-1/2
Liviu-Dieter Nisipeanu,Pavel Eljanov,1,6. EICC,Warsaw POL,2005.06.30,Liviu-Dieter Nisipeanu,Pavel Eljanov,2670,2641,1-0
Liviu-Dieter Nisipeanu,David Navara,1,TCh-FRA Top 16 Gp A,Montpellier FRA,2006.04.01,Liviu-Dieter Nisipeanu,David Navara,2693,2660,1/2-1/2
Liviu-Dieter Nisipeanu,Levon Aronian,1,Ciocaltea Memorial,Bucharest ROU,1998.??.??,Levon Aronian,Liviu-Dieter Nisipeanu,2455,2610,0-1
Liviu-Dieter Nisipeanu,Bogdan-Daniel Deac,1,TCh-ROU 2014,Calimanesti-Caciulata ROU,2014.11.15,Liviu-Dieter Nisipeanu,Bogdan-Daniel Deac,2652,2385,1-0
Liviu-Dieter Nisipeanu,Boris Gelfand,1,3. Kings' Tournament,Bazna ROM,2009.06.21,Liviu-Dieter Nisipeanu,Boris Gelfand,2675,2733,1/2-1/2
Liviu-Dieter Nisipeanu,Vladimir Kramnik,1,43. GM 2015,Dortmund GER,2015.07.04,Vladimir Kramnik,Liviu-Dieter Nisipeanu,2783,2654,1/2-1/2
Liviu-Dieter Nisipeanu,Ding Liren,1,33. ECC Open 2017,Antalya TUR,2017.10.14,Ding Liren,Liviu-Dieter Nisipeanu,2772,2672,1/2-1/2
Liviu-Dieter Nisipeanu,Denis Khismatullin,1,11. EICC Men playoff,Rijeka CRO,2010.03.18,Liviu-Dieter Nisipeanu,Denis Khismatullin,2661,2657,1-0
Liviu-Dieter Nisipeanu,Gabriel Sargissian,1,Bundesliga 2005-6,Solingen GER,2006.02.19,Gabriel Sargissian,Liviu-Dieter Nisipeanu,2603,2693,0-1
Liviu-Dieter Nisipeanu,Baadur Jobava,1,TCh-ROU Superliga 2011,Brasov ROU,2011.10.11,Liviu-Dieter Nisipeanu,Baadur Jobava,2638,2712,1/2-1/2
Liviu-Dieter Nisipeanu,Vladimir Malakhov,1,XXXVI Bosnia GM,Sarajevo BIH,2006.05.16,Liviu-Dieter Nisipeanu,Vladimir Malakhov,2695,2691,1/2-1/2
Liviu-Dieter Nisipeanu,Gata Kamsky,1,3. Kings' Tournament,Bazna ROM,2009.06.16,Liviu-Dieter Nisipeanu,Gata Kamsky,2675,2720,1/2-1/2
Liviu-Dieter Nisipeanu,Dmitry Jakovenko,1,Aerosvit,Foros UKR,2008.06.19,Dmitry Jakovenko,Liviu-Dieter Nisipeanu,2711,2684,1/2-1/2
Liviu-Dieter Nisipeanu,Alexander Moiseenko,1,28. European Club Cup,Eilat ISR,2012.10.13,Alexander Moiseenko,Liviu-Dieter Nisipeanu,2700,2661,1/2-1/2
Liviu-Dieter Nisipeanu,Fabiano Caruana,1,6. Kings Tournament,Bucharest ROU,2012.11.13,Liviu-Dieter Nisipeanu,Fabiano Caruana,2668,2786,1/2-1/2
Liviu-Dieter Nisipeanu,Teimour Radjabov,1,5. Kings Tournament,Medias ROU,2011.06.14,Liviu-Dieter Nisipeanu,Teimour Radjabov,2659,2744,1/2-1/2
Liviu-Dieter Nisipeanu,Sergei Rublevsky,1,4. IECC,Istanbul TUR,2003.06.12,Sergei Rublevsky,Liviu-Dieter Nisipeanu,2670,2606,1/2-1/2
Liviu-Dieter Nisipeanu,Rustam Kasimdzhanov,1,Chess Champions League,Vitoria Gasteiz ESP,2007.11.09,Liviu-Dieter Nisipeanu,Rustam Kasimdzhanov,2668,2690,1-0
Liviu-Dieter Nisipeanu,Dmitry Andreikin,1,45. GM 2017,Dortmund GER,2017.07.22,Liviu-Dieter Nisipeanu,Dmitry Andreikin,2683,2712,1/2-1/2
Liviu-Dieter Nisipeanu,Markus Ragger,1,Graz Match 2018,Graz AUT,2018.02.20,Liviu-Dieter Nisipeanu,Markus Ragger,2682,2666,1/2-1/2
Liviu-Dieter Nisipeanu,Ruslan Ponomariov,1,7. Kings Tournament,Bucharest ROU,2013.10.08,Ruslan Ponomariov,Liviu-Dieter Nisipeanu,2751,2674,1/2-1/2
Liviu-Dieter Nisipeanu,Bu Xiangzhi,1,Aeroflot Open,Moscow RUS,2005.02.19,Bu Xiangzhi,Liviu-Dieter Nisipeanu,2607,2673,1/2-1/2
Liviu-Dieter Nisipeanu,Vadim Milov,1,7. Neckar Open,Deizisau GER,2003.04.20,Liviu-Dieter Nisipeanu,Vadim Milov,2606,2574,1/2-1/2
Liviu-Dieter Nisipeanu,Hikaru Nakamura,1,5. Kings Tournament,Medias ROU,2011.06.18,Liviu-Dieter Nisipeanu,Hikaru Nakamura,2659,2774,1/2-1/2
Liviu-Dieter Nisipeanu,Sergey Karjakin,1,World Cup,Khanty-Mansiysk RUS,2007.12.03,Sergey Karjakin,Liviu-Dieter Nisipeanu,2694,2668,1/2-1/2
Liviu-Dieter Nisipeanu,Wang Hao,1,7. Kings Tournament,Bucharest ROU,2013.10.14,Wang Hao,Liviu-Dieter Nisipeanu,2733,2674,1/2-1/2
Liviu-Dieter Nisipeanu,Sergei Movsesian,1,36. Olympiad,Calvia ESP,2004.10.28,Sergei Movsesian,Liviu-Dieter Nisipeanu,2629,2687,1/2-1/2
Liviu-Dieter Nisipeanu,Krishnan Sasikiran,1,6. Open,Dubai UAE,2004.04.23,Krishnan Sasikiran,Liviu-Dieter Nisipeanu,2659,2692,1/2-1/2
Liviu-Dieter Nisipeanu,Arkadij Naiditsch,1,TCh-ESP Div Honor 2015,Linares ESP,2015.08.18,Liviu-Dieter Nisipeanu,Arkadij Naiditsch,2667,2685,1/2-1/2
Liviu-Dieter Nisipeanu,Alexander Onischuk,1,Aerosvit,Foros UKR,2008.06.18,Liviu-Dieter Nisipeanu,Alexander Onischuk,2684,2664,1/2-1/2
Liviu-Dieter Nisipeanu,Evgeny Bareev,1,Olympiad (men),Elista RUS,1998.10.01,Evgeny Bareev,Liviu-Dieter Nisipeanu,2690,2575,1/2-1/2
Liviu-Dieter Nisipeanu,Vincent Keymer,1,German Masters 2019,Magdeburg GER,2019.05.29,Vincent Keymer,Liviu-Dieter Nisipeanu,2521,2667,0-1
Liviu-Dieter Nisipeanu,Ivan Cheparinov,1,Black Sea Countries,Bourgas BUL,2012.09.15,Liviu-Dieter Nisipeanu,Ivan Cheparinov,2648,2689,1/2-1/2
Liviu-Dieter Nisipeanu,Daniil Dubov,1,17. ch-EUR Indiv 2016,Gjakova KOS,2016.05.21,Liviu-Dieter Nisipeanu,Daniil Dubov,2669,2644,1/2-1/2
