Id,Label,fideId,elo,top_player
"Sichinava, Zviad","Sichinava, Zviad",0,2298,False
"Putka, Verners","Putka, Verners",0,2307,False
"Sabol, Marian","Sabol, Marian",0,2364,False
"Chigaev,M","Chigaev,M",4108116,2644,False
"Enkhbat, T.","Enkhbat, T.",0,2253,False
"Barnier, Alain","Barnier, Alain",0,2046,False
"Bogdanov, Dimitri","Bogdanov, Dimitri",0,2139,False
"Carlier, Bruno","Carlier, Bruno",0,2350,False
"Estrada Velarde, Santiago R","Estrada Velarde, Santiago R",0,2003,False
"Velon, Sebastien","Velon, Sebastien",0,2117,False
"Molina, Roberto Junio Brito","Molina, Roberto Junio Brito",0,2415,False
"Stray, Gunnar","Stray, Gunnar",0,2050,False
"Stachowiak, Kamil","Stachowiak, Kamil",0,2468,False
"Zysk, Robert","Zysk, Robert",0,2445,False
"Gerber, R.","Gerber, R.",0,2412,False
"Telljohann, Sven","Telljohann, Sven",0,2415,False
"Hoi, Carsten","Hoi, Carsten",0,2400,False
"Todorcevic Antic, Miodrag","Todorcevic Antic, Miodrag",0,2470,False
"Kett, Tim","Kett, Tim",0,2252,False
"Korneevets, Alexander","Korneevets, Alexander",0,2302,False
"Koneski, Zoran","Koneski, Zoran",0,2226,False
"Kakageldyev, Amanmurad","Kakageldyev, Amanmurad",0,2465,False
"Aabling-Thomsen, Jakob","Aabling-Thomsen, Jakob",0,2391,False
"Boyd, Stephen","Boyd, Stephen",0,2265,False
"Kleissl, Helmut","Kleissl, Helmut",0,2265,False
"Liu,Chang","Liu,Chang",8606340,2351,False
"Khoroshilov, Nikita","Khoroshilov, Nikita",0,2274,False
"Maslik, Miroslav","Maslik, Miroslav",0,2337,False
"Bednarek, Sylwester","Bednarek, Sylwester",0,2314,False
"Borisova, Ekaterina","Borisova, Ekaterina",0,2256,False
"Cacco, Christian","Cacco, Christian",0,2322,False
"Georgiev, Krum","Georgiev, Krum",0,2449,False
"Manin, Viktor","Manin, Viktor",0,2137,False
"Sherbakov, V","Sherbakov, V",0,2446,False
"Hautot, Stephane","Hautot, Stephane",0,2378,False
"Polivanov, Anatoliy","Polivanov, Anatoliy",0,2426,False
"Shailesh, Dravid","Shailesh, Dravid",0,2306,False
"Zaitsev, Al2","Zaitsev, Al2",0,2499,False
"Yarmonov, Igor","Yarmonov, Igor",0,2329,False
"Andreev, Eduard UKR","Andreev, Eduard UKR",0,2385,False
"Shchekachev,A","Shchekachev,A",4107730,2526,False
"Yilmazyerli, Mert","Yilmazyerli, Mert",0,2428,False
"Zlochevskij, Alexander","Zlochevskij, Alexander",0,2405,False
"Andersen, A.","Andersen, A.",0,2165,False
"Kamber, Bruno","Kamber, Bruno",0,2325,False
"Hartoch, Robert G","Hartoch, Robert G",0,2325,False
"Piket, Marcel","Piket, Marcel",0,2345,False
"Zilbert, Oleg","Zilbert, Oleg",0,2250,False
"Bregadze, Levan","Bregadze, Levan",0,2428,False
"Badri,Narayan B","Badri,Narayan B",45018367,1631,False
"Bruno, Fabio","Bruno, Fabio",0,2431,False
"Badalov, Samir","Badalov, Samir",0,2307,False
"Bratchenko, Alexander","Bratchenko, Alexander",0,2395,False
"Kaldus, Adam","Kaldus, Adam",0,2215,False
"Gogin, Maksim","Gogin, Maksim",0,2220,False
"Bryant, J","Bryant, J",0,2449,False
"Buckels,Valentin","Buckels,Valentin",12942766,2442,False
"Tsirulnik, Maritsa","Tsirulnik, Maritsa",0,2153,False
"Houska,Jo","Houska,Jo",405094,2430,False
"Maryasin, Boris","Maryasin, Boris",0,2398,False
"Andrenko, Irina","Andrenko, Irina",0,2227,False
"Korchmar,V","Korchmar,V",24131750,2432,False
"Schoorl, Rob","Schoorl, Rob",0,2309,False
"Torre,E","Torre,E",5200016,2469,False
"Gonzalez Garcia, Jose","Gonzalez Garcia, Jose",0,2435,False
"Reschke, Thomas","Reschke, Thomas",0,2139,False
"Ambru,D","Ambru,D",1223160,1972,False
"Basagic, Zlatko","Basagic, Zlatko",0,2372,False
"Narmontas, Raimondas","Narmontas, Raimondas",0,2073,False
"Bobadilla Viera, Jorge Samuel","Bobadilla Viera, Jorge Samuel",0,2302,False
"Tasic, Zoran T","Tasic, Zoran T",0,2158,False
"Svendsen, Peter","Svendsen, Peter",0,2014,False
"Ivanov, Alexander","Ivanov, Alexander",0,2565,False
"Plonczak,M","Plonczak,M",1130161,1936,False
"Sanin, Andrey","Sanin, Andrey",0,2222,False
"Boginin, Oleg","Boginin, Oleg",0,2358,False
"Poley, Vladimir","Poley, Vladimir",0,2326,False
"Hanel, Reinhard","Hanel, Reinhard",0,2274,False
"AlHuwar, Jasem","AlHuwar, Jasem",0,2280,False
"Gogochuri, Levan","Gogochuri, Levan",0,2218,False
"Skolimowski,Andrzej","Skolimowski,Andrzej",21803919,1708,False
"Yusupov, Maxim","Yusupov, Maxim",0,2157,False
"Stepanyan, Eva","Stepanyan, Eva",0,2096,False
"Sharkov,Igor","Sharkov,Igor",34150622,0,False
"Durakovic, Alman","Durakovic, Alman",0,2345,False
"Belotelov, Dmitriy","Belotelov, Dmitriy",0,2262,False
"Royset, Jon K","Royset, Jon K",0,2180,False
"Brodowski,P","Brodowski,P",1124480,2430,False
"Berry, J.","Berry, J.",0,2255,False
"Kirk, Ezra","Kirk, Ezra",0,2316,False
"Wagh, Suyog","Wagh, Suyog",0,2253,False
"Nalivajko, Evgeny","Nalivajko, Evgeny",0,2435,False
"Petran, P","Petran, P",0,2445,False
"Kholmov, Ratmir D","Kholmov, Ratmir D",0,2495,False
"Stosevski, Ilija","Stosevski, Ilija",0,2136,False
"Nunez, J","Nunez, J",0,2370,False
"Benkovic, Petar","Benkovic, Petar",0,2431,False
"Zhu, Yi","Zhu, Yi",0,2399,False
"Sepulveda Herrera, Luis","Sepulveda Herrera, Luis",0,2280,False
"Kitsis,Stanislav","Kitsis,Stanislav",30947162,0,False
"Kvisla, Johannes Luangtep","Kvisla, Johannes Luangtep",0,2124,False
"Mikanovic, Goran","Mikanovic, Goran",0,2303,False
"Morozov, Egor1","Morozov, Egor1",0,2201,False
"Shcherbine, Andrei","Shcherbine, Andrei",0,2168,False
"Putrenko,Kirill","Putrenko,Kirill",44148402,1974,False
"Del Rey, Diego","Del Rey, Diego",0,2388,False
"Mickevicius,J","Mickevicius,J",12801402,2270,False
"Pedersen, Steffen","Pedersen, Steffen",0,2416,False
"Suleymenov, Alisher","Suleymenov, Alisher",0,2431,False
"Petran, Peter","Petran, Peter",0,2375,False
"Danada,T","Danada,T",14919362,2271,False
"Almeida Quintana, Omar","Almeida Quintana, Omar",0,2513,False
"Singh, Gurpreet Pal","Singh, Gurpreet Pal",0,2311,False
"Saravanan, Venkatachalam","Saravanan, Venkatachalam",0,2412,False
"Pacheco Asmat, Jorge","Pacheco Asmat, Jorge",0,2385,False
"Galojan, Lilit","Galojan, Lilit",0,2303,False
"Can,E","Can,E",6302181,2471,False
"Studnicka, T.","Studnicka, T.",0,2307,False
"Kuzmin, Egor","Kuzmin, Egor",0,2250,False
"Ganbold, Odondoo","Ganbold, Odondoo",0,2320,False
"Gumularz,Szymon","Gumularz,Szymon",1188062,2346,False
"Gumularz, Szymon","Gumularz, Szymon",0,2346,False
"Sri, Sai Baswanth P","Sri, Sai Baswanth P",0,2018,False
"Popov, Luben","Popov, Luben",0,2354,False
"Chartier,A","Chartier,A",631892,1994,False
"Kuehn, Pe1","Kuehn, Pe1",0,2446,False
"Haase, Pavel","Haase, Pavel",0,2195,False
"Tsyhanchuk, Stanislav","Tsyhanchuk, Stanislav",0,2072,False
"Mitenieks,Matiss","Mitenieks,Matiss",11606363,1881,False
"Jugelt, Tobias","Jugelt, Tobias",0,2409,False
"Runarsson, Gunnar","Runarsson, Gunnar",0,2074,False
"Raudive, Aivars","Raudive, Aivars",0,2365,False
"Zhu,Hengyi","Zhu,Hengyi",8611211,2238,False
"Bjerre,Jonas Buhl","Bjerre,Jonas Buhl",1444948,2506,False
"Klinger, Josef","Klinger, Josef",0,2017,False
"Khodas,V","Khodas,V",13506650,1926,False
"Musat, Adrian","Musat, Adrian",0,2380,False
"Casanova,Laurent","Casanova,Laurent",36046884,0,False
"Gramlich, Sebastian","Gramlich, Sebastian",0,2064,False
"Rodriguez Amezqueta,C","Rodriguez Amezqueta,C",2207907,2063,False
"Stefansson,H","Stefansson,H",2300087,2541,False
"Kononenko, Dmitry2","Kononenko, Dmitry2",0,2260,False
"Popovics, Adam","Popovics, Adam",0,2319,False
"Huerta, Soris Ramon","Huerta, Soris Ramon",0,2352,False
"Alexikov, Alexander","Alexikov, Alexander",0,2405,False
"Perske, Thore","Perske, Thore",0,2448,False
"Korchagina, Viktoria","Korchagina, Viktoria",0,2126,False
"Pavlova, Kseniia","Pavlova, Kseniia",0,2131,False
"Masrahi,Abdulrahman A","Masrahi,Abdulrahman A",21501564,1962,False
"Usatchev, Sergei","Usatchev, Sergei",0,2030,False
"Murzin, Volodar","Murzin, Volodar",0,2268,False
"Alexanian, Nelli","Alexanian, Nelli",0,2143,False
"Bopp, Thomas Dr","Bopp, Thomas Dr",0,2154,False
"Boeven, Manfred","Boeven, Manfred",0,2159,False
"Stambulian, Arsen","Stambulian, Arsen",0,2362,False
"Freisler, Pavel","Freisler, Pavel",0,2365,False
"Strukova, Ksenia","Strukova, Ksenia",0,2052,False
"Scheerer, Christoph","Scheerer, Christoph",0,2410,False
"Dudkin,Valery","Dudkin,Valery",54173000,1895,False
"Muschik, Benedikt","Muschik, Benedikt",0,2353,False
"Asgharzadeh, M.reza","Asgharzadeh, M.reza",0,2264,False
"Jedrocha,Katarzyna","Jedrocha,Katarzyna",1163914,1922,False
"Kovacevic, Vlatko","Kovacevic, Vlatko",0,2492,False
"Gimadutdinov, Ilnur","Gimadutdinov, Ilnur",0,2148,False
"Warmerdam, Max","Warmerdam, Max",0,2370,False
"Ivannikau, Maksim","Ivannikau, Maksim",0,2168,False
"Diez, Allan","Diez, Allan",0,2095,False
Duong The Anh,Duong The Anh,12401277,2317,False
"Duong, The Anh","Duong, The Anh",0,2317,False
"Balakrishnan, Praveen","Balakrishnan, Praveen",0,2348,False
"Perunovic,Mil","Perunovic,Mil",921629,2569,False
"Nozdrachev, Vladislav","Nozdrachev, Vladislav",0,2489,False
"Ozcan,Kaan","Ozcan,Kaan",34566422,1523,False
"Krauseneck, Peter Prof Dr","Krauseneck, Peter Prof Dr",0,2177,False
"Ronce, Nathan","Ronce, Nathan",0,2170,False
"Robin, Samy","Robin, Samy",0,2231,False
"Zuckovs, Aleksejs","Zuckovs, Aleksejs",0,2328,False
"Matnadze, Ana","Matnadze, Ana",0,2307,False
"Weiss, C","Weiss, C",0,2378,False
"Mishra, Neeraj-Kumar","Mishra, Neeraj-Kumar",0,2321,False
"Chernov, Mikhail1","Chernov, Mikhail1",0,2202,False
"Gerasimov, Ivan","Gerasimov, Ivan",0,2337,False
"Kopsa, Petri","Kopsa, Petri",0,2029,False
"Looi, Xin Hao","Looi, Xin Hao",0,2083,False
"Saada, Julien","Saada, Julien",0,2313,False
"Bohm, Hans","Bohm, Hans",0,2390,False
"Firat,B","Firat,B",6305881,2475,False
"Krause, Jonah","Krause, Jonah",0,2368,False
"Radovanovic, Nikola","Radovanovic, Nikola",0,2418,False
"Dhulipalla, Bala Chandra Prasad","Dhulipalla, Bala Chandra Prasad",0,2316,False
"Medar, Marti","Medar, Marti",0,2017,False
"Derakhshani, Dorsa","Derakhshani, Dorsa",0,2373,False
"Zavortink,Matt B","Zavortink,Matt B",2034263,1979,False
"Barski, Radoslaw","Barski, Radoslaw",0,2452,False
"Schneider, B.","Schneider, B.",0,2455,False
"Sheng,Joshua","Sheng,Joshua",2057360,2375,False
"Sheng, Joshua","Sheng, Joshua",0,2375,False
"Meyer, Falko","Meyer, Falko",0,2222,False
"Cherevatenko, Roman","Cherevatenko, Roman",0,2415,False
"Jablonicky, Martin","Jablonicky, Martin",0,2302,False
"Gurpreet, Singh Maras","Gurpreet, Singh Maras",0,2247,False
"Quast, Michael","Quast, Michael",0,2308,False
"Tocco, Paolo","Tocco, Paolo",0,2151,False
"Mohammad Fahad, Rahman","Mohammad Fahad, Rahman",0,2278,False
"Budrewicz, Krzysztof","Budrewicz, Krzysztof",0,2204,False
"Kueppers, Timo","Kueppers, Timo",0,2151,False
"Mutav,Vladimir","Mutav,Vladimir",24163449,1950,False
"Taalaibekov, Tagir","Taalaibekov, Tagir",0,2150,False
"Cueto, Jo","Cueto, Jo",0,2282,False
"Muranyi, Karl-Jasmin","Muranyi, Karl-Jasmin",0,2328,False
"Jirovsky,M","Jirovsky,M",303224,2457,False
"Olcum, A","Olcum, A",0,2281,False
"Liang, Jason","Liang, Jason",0,2049,False
"Sammed Jaykumar, Shete","Sammed Jaykumar, Shete",0,2337,False
"Wittke, Rene","Wittke, Rene",0,2242,False
"Muse, Drazen","Muse, Drazen",0,2367,False
"Lewicki, Miroslaw","Lewicki, Miroslaw",0,2404,False
"Podetti, Davide","Podetti, Davide",0,2163,False
"Abrahamyan, Tatev","Abrahamyan, Tatev",0,2332,False
"Castellanos Rodriguez, Renier","Castellanos Rodriguez, Renier",0,2478,False
"Nuristani, Iman","Nuristani, Iman",0,2058,False
"Ravuri, Vinesh","Ravuri, Vinesh",0,2042,False
"Kacirek, Petr","Kacirek, Petr",0,2260,False
"Lizak, Peter","Lizak, Peter",0,2468,False
"Vambute,Dana","Vambute,Dana",11604000,1879,False
"Kyc, Jerzy","Kyc, Jerzy",0,2143,False
"Stoyanov, Tsvetan","Stoyanov, Tsvetan",0,2310,False
"Dmitriev, I.","Dmitriev, I.",0,2368,False
"Kusenkova, Natallia","Kusenkova, Natallia",0,2092,False
"Fries-Nielsen, Jens Ove","Fries-Nielsen, Jens Ove",0,2398,False
"Trygstad, Kristian","Trygstad, Kristian",0,2216,False
"Grigoriev, Maxim G","Grigoriev, Maxim G",0,2211,False
"Mester, Gyula","Mester, Gyula",0,2385,False
"Villanueva,Mar","Villanueva,Mar",113433,2466,False
"Villanueva, Mario","Villanueva, Mario",0,2466,False
"Pratyusha,B","Pratyusha,B",5000629,2253,False
"Garcia,Jan","Garcia,Jan",5200750,2443,False
"Tyurin, Artem","Tyurin, Artem",0,2021,False
"Lopez, Ja","Lopez, Ja",0,2366,False
"Daskevics, Vadims","Daskevics, Vadims",0,2441,False
"Selbes, Tarik","Selbes, Tarik",0,2342,False
"Shantharam, K V","Shantharam, K V",0,2168,False
"Vantika, Agrawal","Vantika, Agrawal",0,2130,False
"De Francesco, Klaus","De Francesco, Klaus",0,2265,False
"Girshgorn,Leonid","Girshgorn,Leonid",44129602,1925,False
"Dmitrenko, Viktor","Dmitrenko, Viktor",0,2374,False
"Svobodova, Michaela","Svobodova, Michaela",0,2070,False
"Wang, Zili","Wang, Zili",0,2557,False
"Mustaps, Matiss","Mustaps, Matiss",0,2300,False
"Bordi, Kevin","Bordi, Kevin",0,2282,False
"Hambleton,A","Hambleton,A",2606577,2501,False
"Feuerstack, Aljoscha","Feuerstack, Aljoscha",0,2449,False
"Bommini, Mounika Akshaya","Bommini, Mounika Akshaya",0,2076,False
"Bern, Ivar","Bern, Ivar",0,2303,False
"Gukhvat, Peter","Gukhvat, Peter",0,2251,False
"Al-Zaabi, Sultan","Al-Zaabi, Sultan",0,2061,False
"Chakravarthi, Y V K","Chakravarthi, Y V K",0,2122,False
Nguyen Huynh Minh Huy,Nguyen Huynh Minh Huy,12401269,2435,False
"Zhou,Yibo","Zhou,Yibo",8610967,1904,False
"Krakops, Maris","Krakops, Maris",0,2440,False
"Massoni, Michael","Massoni, Michael",0,2153,False
"Dorner, Matthias","Dorner, Matthias",0,2204,False
"Pazos Porta, Antonio","Pazos Porta, Antonio",0,2325,False
"Clarke,B","Clarke,B",400319,2362,False
"Clarke, Brandon G I","Clarke, Brandon G I",0,2362,False
"Ovchinnikov, Vsevolod","Ovchinnikov, Vsevolod",0,2343,False
"Ziegler, Ari","Ziegler, Ari",0,2299,False
"Nogerbek, Kazybek","Nogerbek, Kazybek",0,2316,False
"Mahalakshmi, M","Mahalakshmi, M",0,2140,False
"Steel,H","Steel,H",14300567,2414,False
"Steel, Henry Robert","Steel, Henry Robert",0,2414,False
"Gurbanov, Andrei","Gurbanov, Andrei",0,2305,False
"Kovalev, Andrei","Kovalev, Andrei",0,2530,False
"Makharadze, Jambul","Makharadze, Jambul",0,2302,False
"Petrukhina, Irina","Petrukhina, Irina",0,2236,False
"Atabayev, Yusup","Atabayev, Yusup",0,2473,False
"Skliarov, Viktor","Skliarov, Viktor",0,2436,False
"Atakishiyev, Elmar","Atakishiyev, Elmar",0,2198,False
"Kilpatrick, Callum","Kilpatrick, Callum",0,2352,False
"Ispiryan, Zhora","Ispiryan, Zhora",0,2030,False
"Arellano, R","Arellano, R",0,2060,False
"Zurek, Milan","Zurek, Milan",0,2446,False
"Jadrijevic, Ante","Jadrijevic, Ante",0,2249,False
"Kodinets, Konstantin L","Kodinets, Konstantin L",0,2409,False
"Badelka,Olga","Badelka,Olga",13509926,1918,False
"Aldokhin, Ivan","Aldokhin, Ivan",0,2376,False
"Pashkov, A","Pashkov, A",0,2205,False
"Iliushkin, Evgeny","Iliushkin, Evgeny",0,2405,False
"Shimanov,A","Shimanov,A",4198603,2613,False
"Kaushik, S1","Kaushik, S1",0,2154,False
"Vorobjov, Pavel","Vorobjov, Pavel",0,2207,False
"Brzezinski, Mateusz","Brzezinski, Mateusz",0,2164,False
"Ibarra Jerez, Jose Carlos","Ibarra Jerez, Jose Carlos",0,2364,False
"Kryakvin,D","Kryakvin,D",4153278,2596,False
"Janchev, Petar","Janchev, Petar",0,2184,False
"Orosa Martinez, Victor","Orosa Martinez, Victor",0,2054,False
"Sorensen, Torben Kyhl","Sorensen, Torben Kyhl",0,2155,False
"Glinert, Stephen","Glinert, Stephen",0,2362,False
"Agapov, Sergey","Agapov, Sergey",0,2265,False
"Divljan, Igor","Divljan, Igor",0,2317,False
"Schneider, Dan GER","Schneider, Dan GER",0,2164,False
"Kovalev, A","Kovalev, A",0,2550,False
"Moreno Ruiz, Javier","Moreno Ruiz, Javier",0,2503,False
"Parligras, Cosmin","Parligras, Cosmin",0,2198,False
"Cornette, Deimante","Cornette, Deimante",0,2461,False
"Gradl, Winfried","Gradl, Winfried",0,2040,False
"Weindl, Alfred","Weindl, Alfred",0,2353,False
"Reddmann, Hauke Dr","Reddmann, Hauke Dr",0,2315,False
"Stavrianakis, Ioannis","Stavrianakis, Ioannis",0,2273,False
"Saada,J","Saada,J",625388,2258,False
"Krnan, Tomas","Krnan, Tomas",0,2216,False
"Franc,Borna","Franc,Borna",14555948,0,False
"Nikolayev, Igor A","Nikolayev, Igor A",0,2334,False
"Chen, Qi b","Chen, Qi b",0,2359,False
"Lokander, Martin","Lokander, Martin",0,2309,False
"Morozov,N","Morozov,N",13900897,2394,False
"Malek, Daniel","Malek, Daniel",0,2408,False
"Siddharth,R","Siddharth,R",5010535,2381,False
"Ravichandran, Siddharth","Ravichandran, Siddharth",0,2381,False
"Froehlich, Peter","Froehlich, Peter",0,2451,False
"Yoos, John C","Yoos, John C",0,2388,False
"Hall, Jesper","Hall, Jesper",0,2460,False
"Jovchev, Aleksi","Jovchev, Aleksi",0,2259,False
"Hobber, Anders","Hobber, Anders",0,2012,False
"Ivanov, Alexander USA","Ivanov, Alexander USA",0,2537,False
"Arab,A","Arab,A",7900872,2485,False
"Martin, Stefan","Martin, Stefan",0,2257,False
"Zweschper, Erich","Zweschper, Erich",0,2187,False
"Ledger, Stephen C","Ledger, Stephen C",0,2082,False
"Hall, J.","Hall, J.",0,2430,False
"Kanep,M","Kanep,M",4501047,2461,False
"Gluckman, David","Gluckman, David",0,2330,False
"Ungureanu, Emil","Ungureanu, Emil",0,2320,False
"Timofeev, A.","Timofeev, A.",0,2391,False
"Almeida Saenz, Alfonso","Almeida Saenz, Alfonso",0,2311,False
"Sarkozy, Ladislav","Sarkozy, Ladislav",0,2292,False
"Arvind, Shastry","Arvind, Shastry",0,2330,False
"Schmidt, Wlodzimierz","Schmidt, Wlodzimierz",0,2360,False
"Schut, Han","Schut, Han",0,2131,False
"Chukavin, Kirill","Chukavin, Kirill",0,2300,False
"Schroeder, Kevin","Schroeder, Kevin",0,2341,False
"Hon, Andrew H L","Hon, Andrew H L",0,2215,False
"Lakdawala, Cyrus","Lakdawala, Cyrus",0,2422,False
"Frisvold,O","Frisvold,O",1509772,1960,False
"Jackson, Adrian","Jackson, Adrian",0,2207,False
"Hernandez, G","Hernandez, G",0,2510,False
"Babazada, Khazar","Babazada, Khazar",0,2229,False
"Hoang, Tri","Hoang, Tri",0,2214,False
"Jakupovic, Neven","Jakupovic, Neven",0,2263,False
"Aroshidze, Levan","Aroshidze, Levan",0,2345,False
"Adyatomor, Choijiljav","Adyatomor, Choijiljav",0,2201,False
"Isonzo, David","Isonzo, David",0,2190,False
"Djordjevic, Vuk","Djordjevic, Vuk",0,2432,False
"Garmendez Gonzalez, Carlos","Garmendez Gonzalez, Carlos",0,2220,False
"Bartels,Simon","Bartels,Simon",12990140,1631,False
"Pogonina, Natalija","Pogonina, Natalija",0,2469,False
"Turaev, Halim","Turaev, Halim",0,2334,False
"Tasan, Mehmet Askin","Tasan, Mehmet Askin",0,2128,False
"Schuster,Andreas","Schuster,Andreas",0,0,False
"Soskov, Vjatsheslav","Soskov, Vjatsheslav",0,2281,False
"Morales Mendoza, Luciana","Morales Mendoza, Luciana",0,2188,False
"Saez Gabikagogeaskoa, Oscar","Saez Gabikagogeaskoa, Oscar",0,2036,False
"Avila Jimenez, Xavier","Avila Jimenez, Xavier",0,2286,False
"Bratovic, Blaz","Bratovic, Blaz",0,2179,False
"Irgaliyev, Alikhan","Irgaliyev, Alikhan",0,2175,False
"Kukov, Velislav","Kukov, Velislav",0,2395,False
"Orr, Mark J L","Orr, Mark J L",0,2365,False
"Nguyen, Van Hai","Nguyen, Van Hai",0,2353,False
"Pok, Wern Jian","Pok, Wern Jian",0,2127,False
"Ungurs, Edgars","Ungurs, Edgars",0,2199,False
"Rathnakaran, K","Rathnakaran, K",0,2456,False
"Atlas, Valery","Atlas, Valery",0,2450,False
"Bendayan Claros, Aaron","Bendayan Claros, Aaron",0,2060,False
"Lovrinovic, Christian","Lovrinovic, Christian",0,2146,False
"Djukic, Nikola","Djukic, Nikola",0,2526,False
"Clarke, Thomas","Clarke, Thomas",0,2128,False
"Junge, Ralph Dr","Junge, Ralph Dr",0,2270,False
"Cai,Yuhao","Cai,Yuhao",8614342,1860,False
"Svensen, Tarjei","Svensen, Tarjei",0,2112,False
"Zelcic, Robert","Zelcic, Robert",0,2540,False
"Milosevic, Milos","Milosevic, Milos",0,2306,False
"Osinovsky, Stepan","Osinovsky, Stepan",0,2241,False
"Tolstikh, Nikolay","Tolstikh, Nikolay",0,2405,False
"Bick, Gabriel","Bick, Gabriel",0,2416,False
"Soos, Bela","Soos, Bela",0,2365,False
"Srihari, L R","Srihari, L R",0,2211,False
"Kavalenia, Leonid","Kavalenia, Leonid",0,2280,False
"Ostrovskiy,And","Ostrovskiy,And",14110326,2448,False
"Ostrovskiy, Andrey","Ostrovskiy, Andrey",0,2448,False
"Garcia, Raul","Garcia, Raul",0,2275,False
"Panelo, M.","Panelo, M.",0,2392,False
"Tatai, Stefano","Tatai, Stefano",0,2343,False
"Ozenir, Ekin Baris","Ozenir, Ekin Baris",0,2377,False
"Thipsay, Praveen M","Thipsay, Praveen M",0,2475,False
"Sahil, Tic","Sahil, Tic",0,2161,False
"Rombaldoni,Ax","Rombaldoni,Ax",815837,2528,False
"Mohajerin Esfahani, Peyman","Mohajerin Esfahani, Peyman",0,2353,False
"Mukic, Josko","Mukic, Josko",0,2263,False
"Karnaukhova, Elmira","Karnaukhova, Elmira",0,2282,False
"Gohil, Harry","Gohil, Harry",0,2307,False
"Nedev, T.","Nedev, T.",0,2525,False
"Ali,Abdulaziz","Ali,Abdulaziz",9304347,1877,False
"Plenkovic, Zdenko","Plenkovic, Zdenko",0,2383,False
"Pap, Misa","Pap, Misa",0,2469,False
"Stockova, Zuzana","Stockova, Zuzana",0,2371,False
"Pierrot, Facundo","Pierrot, Facundo",0,2436,False
"Givon, Asaf","Givon, Asaf",0,2449,False
"Benassayag, Lucas","Benassayag, Lucas",0,2051,False
"Ganerdene, Sugar","Ganerdene, Sugar",0,2232,False
"Ignatescu, Radu","Ignatescu, Radu",0,2260,False
"Rubel, Julian","Rubel, Julian",0,2093,False
"Herrera, Irisberto","Herrera, Irisberto",0,2404,False
"Kuzuev, Danil","Kuzuev, Danil",0,2300,False
"Berg, Klaus","Berg, Klaus",0,2401,False
"Jirovsky, Pavel","Jirovsky, Pavel",0,2325,False
"Macak, Stefan","Macak, Stefan",0,2319,False
"Mohammed, Arpak Worya","Mohammed, Arpak Worya",0,2188,False
"Hug, Werner","Hug, Werner",0,2445,False
"Hellers, Ferdinand","Hellers, Ferdinand",0,2585,False
"Veroci, Zsuzsa","Veroci, Zsuzsa",0,2300,False
"Schubert, Thomas","Schubert, Thomas",0,2353,False
"Schulz, M1.","Schulz, M1.",0,2246,False
"Polgar, J","Polgar, J",0,2630,False
"Collier, David O","Collier, David O",0,2083,False
"Gersov, Evgeny","Gersov, Evgeny",0,2352,False
"Vakhidov, Daler","Vakhidov, Daler",0,2236,False
"Cherniaev, Alexander","Cherniaev, Alexander",0,2483,False
"Demir, Gokhan","Demir, Gokhan",0,2245,False
"Prraneeth,Vuppala","Prraneeth,Vuppala",46622373,1806,False
"Berg, K.","Berg, K.",0,2418,False
"Krsnik Cohar,I","Krsnik Cohar,I",14520044,2313,False
"McDonald, Neil","McDonald, Neil",0,2390,False
"Yuferov, Sergey N","Yuferov, Sergey N",0,2415,False
"Sokolov, Dmitri","Sokolov, Dmitri",0,2409,False
"Polaczek, Richard","Polaczek, Richard",0,2426,False
"Salvermoser, Bernd","Salvermoser, Bernd",0,2285,False
"Sevo, Igor","Sevo, Igor",0,2155,False
"Micottis, Dorian","Micottis, Dorian",0,2295,False
"Karthikeyan, M2","Karthikeyan, M2",0,2585,False
"Shcherbakov,R","Shcherbakov,R",4102240,2527,False
"Vogt, Lothar","Vogt, Lothar",0,2409,False
"Graef, Harald","Graef, Harald",0,2160,False
"Griffiths, Ryan Rhys","Griffiths, Ryan Rhys",0,2353,False
"Tjurin, Alexander P","Tjurin, Alexander P",0,2397,False
"Goric, Esad","Goric, Esad",0,2327,False
"Ivanov, Jordan","Ivanov, Jordan",0,2431,False
"Mazurkiewicz, Michal","Mazurkiewicz, Michal",0,2215,False
"Hajenius, Willem","Hajenius, Willem",0,2035,False
"Ryskin, Alexander","Ryskin, Alexander",0,2500,False
"De Giorgis,Fabrizio","De Giorgis,Fabrizio",0,0,False
"Kudischewitsch, David","Kudischewitsch, David",0,2376,False
"Pacey, Kevin","Pacey, Kevin",0,2179,False
"Kuraszkiewicz, Michael","Kuraszkiewicz, Michael",0,2325,False
"Riff, Jean-Noel","Riff, Jean-Noel",0,2474,False
"Gurieli, Nino","Gurieli, Nino",0,2345,False
Gureili Nino,Gureili Nino,0,2345,False
"Zaitsev, Igor A","Zaitsev, Igor A",0,2444,False
"Cabrilo, Goran","Cabrilo, Goran",0,2490,False
"Carleton, John J","Carleton, John J",0,2293,False
"Frink,F","Frink,F",704946,2197,False
"Ioualalen,Lotfi","Ioualalen,Lotfi",7902301,2159,False
"Hahn, Anna","Hahn, Anna",0,2293,False
"Khan, A.","Khan, A.",0,2293,False
"Ahmedov,Z","Ahmedov,Z",6309259,1943,False
"Nemeth, Francisc","Nemeth, Francisc",0,2165,False
"Ewing, Gabriel R","Ewing, Gabriel R",0,2032,False
"Skomorokhina, Tatyana","Skomorokhina, Tatyana",0,2131,False
